token	category	is_homograph	kbbi_pos	is_multi_word
muruk	wilayah:kecamatan	f		f
murwito	orang:nama-keluarga	f		f
musa	orang:nama-keluarga	f		f
musaik	wilayah:kecamatan	f		f
musatfak	wilayah:kecamatan	f		f
mushira	orang:nama-keluarga	f		f
musso	orang:nama-keluarga	f		f
mustafa	orang:nama-depan	f		f
mustafa	orang:nama-keluarga	f		f
mustaine	orang:nama-keluarga	f		f
mustikajaya	wilayah:kecamatan	f		f
mustofa	orang:nama-keluarga	f		f
musuk	wilayah:kecamatan	f		f
muthia	orang:nama-depan	f		f
mutiah	orang:nama-depan	f		f
muting	wilayah:kecamatan	f		f
mutis	wilayah:kecamatan	f		f
muttaqin	orang:nama-depan	f		f
muye	wilayah:kecamatan	f		f
muzadi	orang:nama-keluarga	f		f
mychelle	orang:nama-depan	f		f
myra	orang:nama-depan	f		f
mário	orang:nama-depan	f		f
mémet	orang:nama-keluarga	f		f
münz	orang:nama-keluarga	f		f
nabara	wilayah:kecamatan	f		f
nabawi	orang:nama-keluarga	f		f
nabil	orang:nama-depan	f		f
nabila	orang:nama-depan	f		f
nabila	orang:nama-keluarga	f		f
nabilah	orang:nama-depan	f		f
nabilla	orang:nama-depan	f		f
nabunage	wilayah:kecamatan	f		f
nabung	wilayah:kecamatan	f		f
nadhir	orang:nama-keluarga	f		f
nadia	orang:nama-depan	f		f
nadia	orang:nama-keluarga	f		f
nadin	orang:nama-depan	f		f
nadine	orang:nama-depan	f		f
nadirah	orang:nama-depan	f		f
nadya	orang:nama-depan	f		f
nafisa	orang:nama-depan	f		f
nagan	wilayah:kabupaten-kota	f		f
nagori	wilayah:kecamatan	f		f
nagrak	wilayah:kecamatan	f		f
nagreg	wilayah:kecamatan	f		f
nahla	orang:nama-depan	f		f
naibenu	wilayah:kecamatan	f		f
naikere	wilayah:kecamatan	f		f
naila	orang:nama-depan	f		f
nainggolan	orang:nama-keluarga	f		f
nainggolan	wilayah:kecamatan	f		f
najwa	orang:nama-depan	f		f
nakama	wilayah:kecamatan	f		f
nalca	wilayah:kecamatan	f		f
nalo	wilayah:kecamatan	f		f
nalumsari	wilayah:kecamatan	f		f
naman	wilayah:kecamatan	f		f
namang	wilayah:kecamatan	f		f
nambluong	wilayah:kecamatan	f		f
nambo	wilayah:kecamatan	f		f
namlea	wilayah:kecamatan	f		f
namo	wilayah:kecamatan	f		f
namohalu	wilayah:kecamatan	f		f
namrole	wilayah:kecamatan	f		f
nana	orang:nama-depan	f		f
nanaet	wilayah:kecamatan	f		f
nancy	orang:nama-depan	f		f
nandang	orang:nama-depan	f		f
nandini	orang:nama-depan	f		f
nanga	wilayah:kecamatan	f		f
nangapanda	wilayah:kecamatan	f		f
nangaroro	wilayah:kecamatan	f		f
nanggala	wilayah:kecamatan	f		f
nanggalo	wilayah:kecamatan	f		f
nanggar	wilayah:kecamatan	f		f
nanggulan	wilayah:kecamatan	f		f
nanggung	wilayah:kecamatan	f		f
nani	orang:nama-depan	f		f
naningan	wilayah:kecamatan	f		f
nanny	orang:nama-depan	f		f
nansy	orang:nama-depan	f		f
nanusa	wilayah:kecamatan	f		f
naoko	orang:nama-depan	f		f
naomi	orang:nama-depan	f		f
naon	orang:nama-keluarga	f		f
napabalano	wilayah:kecamatan	f		f
napan	wilayah:kecamatan	f		f
napano	wilayah:kecamatan	f		f
napo	wilayah:kecamatan	f		f
napua	wilayah:kecamatan	f		f
naqiyyah	orang:nama-keluarga	f		f
narama	wilayah:kecamatan	f		f
nareswari	orang:nama-keluarga	f		f
narinder	orang:nama-depan	f		f
naringgul	wilayah:kecamatan	f		f
narmada	wilayah:kecamatan	f		f
narulia	orang:nama-depan	f		f
narumonda	wilayah:kecamatan	f		f
nasaruddin	orang:nama-depan	f		f
nasik	wilayah:kecamatan	f		f
nasir	orang:nama-depan	f		f
nasrul	orang:nama-depan	f		f
nasrullah	orang:nama-depan	f		f
nassau	wilayah:kecamatan	f		f
nastine	orang:nama-keluarga	f		f
nasution	orang:nama-keluarga	f		f
natali	orang:nama-keluarga	f		f
natalia	orang:nama-depan	f		f
natalia	orang:nama-keluarga	f		f
natalie	orang:nama-depan	f		f
natanael	orang:nama-depan	f		f
natas	wilayah:kecamatan	f		f
natasa	orang:nama-depan	f		f
natasha	orang:nama-depan	f		f
natashia	orang:nama-depan	f		f
natasya	orang:nama-depan	f		f
nathalie	orang:nama-depan	f		f
nathan	orang:nama-depan	f		f
nathan	orang:nama-keluarga	f		f
nathanael	orang:nama-keluarga	f		f
nathania	orang:nama-depan	f		f
nathaniel	orang:nama-depan	f		f
natsir	orang:nama-keluarga	f		f
naufa	orang:nama-depan	f		f
naufal	orang:nama-depan	f		f
naukenjerai	wilayah:kecamatan	f		f
nauli	wilayah:kecamatan	f		f
nawaf	orang:nama-depan	f		f
nawangan	wilayah:kecamatan	f		f
nawangwulan	orang:nama-keluarga	f		f
naya	orang:nama-depan	f		f
nayoan	orang:nama-keluarga	f		f
nazamuddin	orang:nama-depan	f		f
nazif	orang:nama-depan	f		f
nazif	orang:nama-keluarga	f		f
nazila	orang:nama-depan	f		f
nazli	orang:nama-depan	f		f
nazly	orang:nama-depan	f		f
nazril	orang:nama-depan	f		f
nazwa	orang:nama-depan	f		f
ndao	wilayah:kabupaten-kota	f		f
ndao	wilayah:kecamatan	f		f
ndona	wilayah:kecamatan	f		f
ndori	wilayah:kecamatan	f		f
ndoso	wilayah:kecamatan	f		f
neefe	orang:nama-keluarga	f		f
neglasari	wilayah:kecamatan	f		f
neil	orang:nama-depan	f		f
nekamese	wilayah:kecamatan	f		f
neki	orang:nama-depan	f		f
nelawi	wilayah:kecamatan	f		f
nella	orang:nama-depan	f		f
nelle	wilayah:kecamatan	f		f
nelly	orang:nama-depan	f		f
nelson	orang:nama-depan	f		f
nemoto	orang:nama-keluarga	f		f
nempu	wilayah:kecamatan	f		f
neneng	orang:nama-depan	f		f
neney	wilayah:kecamatan	f		f
nenggeagin	wilayah:kecamatan	f		f
nerly	orang:nama-keluarga	f		f
nessa	orang:nama-depan	f		f
nethania	orang:nama-depan	f		f
netty	orang:nama-depan	f		f
ngabang	wilayah:kecamatan	f		f
ngablak	wilayah:kecamatan	f		f
ngadien	orang:nama-keluarga	f		f
ngadiluwih	wilayah:kecamatan	f		f
ngadirejo	wilayah:kecamatan	f		f
ngadirojo	wilayah:kecamatan	f		f
ngadu	wilayah:kecamatan	f		f
ngajum	wilayah:kecamatan	f		f
ngala	wilayah:kecamatan	f		f
ngambon	wilayah:kecamatan	f		f
ngambur	wilayah:kecamatan	f		f
ngampel	wilayah:kecamatan	f		f
ngamprah	wilayah:kecamatan	f		f
ngancar	wilayah:kecamatan	f		f
ngantang	wilayah:kecamatan	f		f
ngantru	wilayah:kecamatan	f		f
ngapa	wilayah:kecamatan	f		f
ngaras	wilayah:kecamatan	f		f
ngargoyoso	wilayah:kecamatan	f		f
ngariboyo	wilayah:kecamatan	f		f
ngaringan	wilayah:kecamatan	f		f
ngasem	wilayah:kecamatan	f		f
ngawen	wilayah:kecamatan	f		f
ngebel	wilayah:kecamatan	f		f
ngetos	wilayah:kecamatan	f		f
nggaha	wilayah:kecamatan	f		f
nggay	wilayah:kecamatan	f		f
nggoang	wilayah:kecamatan	f		f
ngguti	wilayah:kecamatan	f		f
ngimbang	wilayah:kecamatan	f		f
nglegok	wilayah:kecamatan	f		f
nglipar	wilayah:kecamatan	f		f
ngluwar	wilayah:kecamatan	f		f
ngluyu	wilayah:kecamatan	f		f
ngombol	wilayah:kecamatan	f		f
ngoro	wilayah:kecamatan	f		f
ngraho	wilayah:kecamatan	f		f
ngrambe	wilayah:kecamatan	f		f
ngrampal	wilayah:kecamatan	f		f
ngrayun	wilayah:kecamatan	f		f
ngronggot	wilayah:kecamatan	f		f
nguling	wilayah:kecamatan	f		f
nguntoronadi	wilayah:kecamatan	f		f
ngunut	wilayah:kecamatan	f		f
ngurai	wilayah:kecamatan	f		f
ngusikan	wilayah:kecamatan	f		f
nguter	wilayah:kecamatan	f		f
nibong	wilayah:kecamatan	f		f
nicholas	orang:nama-depan	f		f
nichole	orang:nama-depan	f		f
nick	orang:nama-depan	f		f
nickson	orang:nama-depan	f		f
nicky	orang:nama-depan	f		f
nico	orang:nama-depan	f		f
nicola	orang:nama-depan	f		f
nicolaas	orang:nama-depan	f		f
nicolas	orang:nama-keluarga	f		f
nicolaus	orang:nama-depan	f		f
nicole	orang:nama-depan	f		f
niet	wilayah:kecamatan	f		f
nihuta	wilayah:kecamatan	f		f
nike	orang:nama-depan	f		f
niken	orang:nama-depan	f		f
nikita	orang:nama-depan	f		f
nikita	orang:nama-keluarga	f		f
nikiwar	wilayah:kecamatan	f		f
nikki	orang:nama-depan	f		f
nikogwe	wilayah:kecamatan	f		f
nikolas	orang:nama-keluarga	f		f
nikolaus	orang:nama-depan	f		f
nikolay	orang:nama-depan	f		f
nilsen	orang:nama-keluarga	f		f
nilulat	wilayah:kecamatan	f		f
nimas	orang:nama-depan	f		f
nimbokrang	wilayah:kecamatan	f		f
nimboran	wilayah:kecamatan	f		f
nina	orang:nama-depan	f		f
niname	wilayah:kecamatan	f		f
ninati	wilayah:kecamatan	f		f
ningrum	orang:nama-keluarga	f		f
ninia	wilayah:kecamatan	f		f
ninna	orang:nama-depan	f		f
nino	orang:nama-depan	f		f
nintya	orang:nama-depan	f		f
nio	orang:nama-depan	f		f
nio	orang:nama-keluarga	f		f
niode	orang:nama-keluarga	f		f
nioga	wilayah:kecamatan	f		f
nipa	orang:nama-keluarga	f		f
nipsan	wilayah:kecamatan	f		f
nirkuri	wilayah:kecamatan	f		f
nirul	orang:nama-keluarga	f		f
nirunmas	wilayah:kecamatan	f		f
nirwanda	orang:nama-keluarga	f		f
nisak	orang:nama-depan	f		f
nisam	wilayah:kecamatan	f		f
nita	orang:nama-depan	f		f
nita	orang:nama-keluarga	f		f
nita	wilayah:kecamatan	f		f
nitya	orang:nama-depan	f		f
nizar	orang:nama-depan	f		f
nizwan	orang:nama-depan	f		f
njoo	orang:nama-depan	f		f
njoto	orang:nama-keluarga	f		f
noebana	wilayah:kecamatan	f		f
noebeba	wilayah:kecamatan	f		f
noella	orang:nama-depan	f		f
noemuti	wilayah:kecamatan	f		f
noer	orang:nama-keluarga	f		f
nogi	wilayah:kecamatan	f		f
nogosari	wilayah:kecamatan	f		f
nokilalaki	wilayah:kecamatan	f		f
nola	orang:nama-depan	f		f
nonggunong	wilayah:kecamatan	f		f
nongme	wilayah:kecamatan	f		f
nongsa	wilayah:kecamatan	f		f
nono	orang:nama-depan	f		f
noor	orang:nama-depan	f		f
noor	orang:nama-keluarga	f		f
nora	orang:nama-depan	f		f
norin	orang:nama-keluarga	f		f
normalina	orang:nama-depan	f		f
norman	orang:nama-depan	f		f
norman	orang:nama-keluarga	f		f
nory	orang:nama-depan	f		f
nosu	wilayah:kecamatan	f		f
noura	orang:nama-depan	f		f
novalia	orang:nama-depan	f		f
novalita	orang:nama-depan	f		f
novelia	orang:nama-depan	f		f
novi	orang:nama-depan	f		f
novianti	orang:nama-keluarga	f		f
novita	orang:nama-keluarga	f		f
novyana	orang:nama-depan	f		f
noya	orang:nama-keluarga	f		f
noyan	wilayah:kecamatan	f		f
nuangan	wilayah:kecamatan	f		f
nuban	wilayah:kecamatan	f		f
nubatukan	wilayah:kecamatan	f		f
nugraheni	orang:nama-keluarga	f		f
nugroho	orang:nama-keluarga	f		f
nuha	wilayah:kecamatan	f		f
nuhon	wilayah:kecamatan	f		f
numba	wilayah:kecamatan	f		f
nume	wilayah:kecamatan	f		f
numfor	wilayah:kabupaten-kota	f		f
numfor	wilayah:kecamatan	f		f
nunbena	wilayah:kecamatan	f		f
nunggawi	wilayah:kecamatan	f		f
nunkolo	wilayah:kecamatan	f		f
nunung	orang:nama-depan	f		f
nunyai	wilayah:kecamatan	f		f
nuraidah	orang:nama-keluarga	f		f
nuraini	orang:nama-keluarga	f		f
nurbeta	orang:nama-depan	f		f
nurdin	orang:nama-depan	f		f
nurhabibullah	orang:nama-keluarga	f		f
nurhaena	orang:nama-depan	f		f
nurhidayah	orang:nama-keluarga	f		f
nurlita	orang:nama-keluarga	f		f
nurman	orang:nama-keluarga	f		f
nurrafif	orang:nama-depan	f		f
nurrohkhim	orang:nama-keluarga	f		f
nursugianti	orang:nama-keluarga	f		f
nurtertiati	orang:nama-keluarga	f		f
nurtjahja	orang:nama-keluarga	f		f
nuruddin	orang:nama-depan	f		f
nurul	orang:nama-depan	f		f
nurumi	orang:nama-depan	f		f
nurussalam	wilayah:kecamatan	f		f
nurvita	orang:nama-depan	f		f
nurwahyudi	orang:nama-keluarga	f		f
nusa	wilayah:kecamatan	f		f
nusa	wilayah:provinsi	f		f
nusaherang	wilayah:kecamatan	f		f
nusaniwe	wilayah:kecamatan	f		f
nusawani	wilayah:kecamatan	f		f
nusawungu	wilayah:kecamatan	f		f
nuse	wilayah:kecamatan	f		f
nyalindung	wilayah:kecamatan	f		f
nyuatan	wilayah:kecamatan	f		f
oba	wilayah:kecamatan	f		f
obaa	wilayah:kecamatan	f		f
obed	orang:nama-depan	f		f
obio	wilayah:kecamatan	f		f
octavia	orang:nama-depan	f		f
octavio	orang:nama-depan	f		f
oddie	orang:nama-depan	f		f
odellia	orang:nama-depan	f		f
oebobo	wilayah:kecamatan	f		f
oefeto	wilayah:kecamatan	f		f
oei	orang:nama-depan	f		f
oei	orang:nama-keluarga	f		f
oen	orang:nama-keluarga	f		f
oenino	wilayah:kecamatan	f		f
oerip	orang:nama-depan	f		f
oeripan	orang:nama-depan	f		f
oey	orang:nama-keluarga	f		f
ogamanim	wilayah:kecamatan	f		f
ogan	wilayah:kabupaten-kota	f		f
ogan	wilayah:kecamatan	f		f
ogn	orang:nama-keluarga	f		f
ogodeide	wilayah:kecamatan	f		f
ogong	wilayah:kecamatan	f		f
oheo	wilayah:kecamatan	f		f
oka	orang:nama-keluarga	f		f
okaba	wilayah:kecamatan	f		f
okbab	wilayah:kecamatan	f		f
okbape	wilayah:kecamatan	f		f
okbemtau	wilayah:kecamatan	f		f
okbibab	wilayah:kecamatan	f		f
okhika	wilayah:kecamatan	f		f
okka	orang:nama-depan	f		f
oklamona	orang:nama-keluarga	f		f
oklip	wilayah:kecamatan	f		f
oksamol	wilayah:kecamatan	f		f
oksebang	wilayah:kecamatan	f		f
oksibil	wilayah:kecamatan	f		f
oksop	wilayah:kecamatan	f		f
okta	orang:nama-keluarga	f		f
oktavan	orang:nama-keluarga	f		f
oktavia	orang:nama-depan	f		f
oktavia	orang:nama-keluarga	f		f
oktavianti	orang:nama-keluarga	f		f
oktavina	orang:nama-depan	f		f
oktila	orang:nama-keluarga	f		f
okvana	orang:nama-keluarga	f		f
olaf	orang:nama-depan	f		f
ole	orang:nama-depan	f		f
oleo	wilayah:kecamatan	f		f
olga	orang:nama-depan	f		f
olich	orang:nama-depan	f		f
oline	orang:nama-depan	f		f
olive	orang:nama-depan	f		f
olivia	orang:nama-depan	f		f
olivia	orang:nama-keluarga	f		f
ollo	wilayah:kecamatan	f		f
olly	orang:nama-depan	f		f
olvita	orang:nama-keluarga	f		f
omar	orang:nama-depan	f		f
omara	orang:nama-keluarga	f		f
omben	wilayah:kecamatan	f		f
omeh	wilayah:kecamatan	f		f
omesuri	wilayah:kecamatan	f		f
omukia	wilayah:kecamatan	f		f
onan	wilayah:kecamatan	f		f
onang	wilayah:kecamatan	f		f
onembute	wilayah:kecamatan	f		f
oneri	wilayah:kecamatan	f		f
ongka	wilayah:kecamatan	f		f
ongkytama	orang:nama-depan	f		f
onibala	orang:nama-keluarga	f		f
onno	orang:nama-depan	f		f
onohazumba	wilayah:kecamatan	f		f
onolalu	wilayah:kecamatan	f		f
onsoi	wilayah:kecamatan	f		f
opu	wilayah:kecamatan	f		f
oransbari	wilayah:kecamatan	f		f
oratmangun	orang:nama-keluarga	f		f
ori	wilayah:kecamatan	f		f
oridek	wilayah:kecamatan	f		f
orie	orang:nama-keluarga	f		f
orizae	orang:nama-depan	f		f
orkeri	wilayah:kecamatan	f		f
orlando	orang:nama-depan	f		f
orong	wilayah:kecamatan	f		f
orpa	orang:nama-depan	f		f
orville	orang:nama-keluarga	f		f
oscar	orang:nama-depan	f		f
oskar	orang:nama-depan	f		f
oslan	orang:nama-depan	f		f
otto	orang:nama-depan	f		f
oudate	wilayah:kecamatan	f		f
oxavia	orang:nama-depan	f		f
oyo	wilayah:kecamatan	f		f
oza	orang:nama-depan	f		f
paal	wilayah:kecamatan	f		f
pabedilan	wilayah:kecamatan	f		f
paberiwai	wilayah:kecamatan	f		f
pabuaran	wilayah:kecamatan	f		f
paciran	wilayah:kecamatan	f		f
padaherang	wilayah:kecamatan	f		f
padaido	wilayah:kecamatan	f		f
padakembang	wilayah:kecamatan	f		f
padalarang	wilayah:kecamatan	f		f
padamara	wilayah:kecamatan	f		f
padangan	wilayah:kecamatan	f		f
padangguni	wilayah:kecamatan	f		f
padarincang	wilayah:kecamatan	f		f
pademangan	wilayah:kecamatan	f		f
pademawu	wilayah:kecamatan	f		f
padua	wilayah:kecamatan	f		f
padureso	wilayah:kecamatan	f		f
paff	orang:nama-keluarga	f		f
paga	wilayah:kecamatan	f		f
pagaden	wilayah:kecamatan	f		f
pagai	wilayah:kecamatan	f		f
pagak	wilayah:kecamatan	f		f
pagaleme	wilayah:kecamatan	f		f
pagaran	wilayah:kecamatan	f		f
pagedangan	wilayah:kecamatan	f		f
pagedongan	wilayah:kecamatan	f		f
pagelarang	wilayah:kecamatan	f		f
pagentan	wilayah:kecamatan	f		f
pagerageung	wilayah:kecamatan	f		f
pagerbarang	wilayah:kecamatan	f		f
pageruyung	wilayah:kecamatan	f		f
pagerwojo	wilayah:kecamatan	f		f
pagimana	wilayah:kecamatan	f		f
pagindar	wilayah:kecamatan	f		f
pagong	wilayah:kecamatan	f		f
paguat	wilayah:kecamatan	f		f
paguyaman	wilayah:kecamatan	f		f
paguyangan	wilayah:kecamatan	f		f
pahae	wilayah:kecamatan	f		f
pahandut	wilayah:kecamatan	f		f
pahangai	wilayah:kecamatan	f		f
pahlevi	orang:nama-keluarga	f		f
pahu	wilayah:kecamatan	f		f
pahunga	wilayah:kecamatan	f		f
paiton	wilayah:kecamatan	f		f
pajar	wilayah:kecamatan	f		f
pajarakan	wilayah:kecamatan	f		f
pajo	wilayah:kecamatan	f		f
paju	wilayah:kecamatan	f		f
pajukukang	wilayah:kecamatan	f		f
pakaenoni	orang:nama-keluarga	f		f
pakam	wilayah:kecamatan	f		f
pakantan	wilayah:kecamatan	f		f
pakava	wilayah:kecamatan	f		f
pakedai	wilayah:kecamatan	f		f
pakel	wilayah:kecamatan	f		f
pakenjeng	wilayah:kecamatan	f		f
pakisaji	wilayah:kecamatan	f		f
pakisjaya	wilayah:kecamatan	f		f
pakkat	wilayah:kecamatan	f		f
pakong	wilayah:kecamatan	f		f
pakpak	wilayah:kabupaten-kota	f		f
pakuan	wilayah:kecamatan	f		f
pakue	wilayah:kecamatan	f		f
pakuhaji	wilayah:kecamatan	f		f
pakuniran	wilayah:kecamatan	f		f
pakusari	wilayah:kecamatan	f		f
palabuhanratu	wilayah:kecamatan	f		f
palakka	wilayah:kecamatan	f		f
palangga	wilayah:kecamatan	f		f
palaran	wilayah:kecamatan	f		f
palasa	wilayah:kecamatan	f		f
palasah	wilayah:kecamatan	f		f
paleleh	wilayah:kecamatan	f		f
palembayan	wilayah:kecamatan	f		f
palengaan	wilayah:kecamatan	f		f
paleteang	wilayah:kecamatan	f		f
palibelo	wilayah:kecamatan	f		f
palik	wilayah:kecamatan	f		f
palimanan	wilayah:kecamatan	f		f
palipi	wilayah:kecamatan	f		f
paliyan	wilayah:kecamatan	f		f
pallangga	wilayah:kecamatan	f		f
palmatak	wilayah:kecamatan	f		f
palmer	orang:nama-keluarga	f		f
palmieri	orang:nama-keluarga	f		f
paloh	wilayah:kecamatan	f		f
palue	wilayah:kecamatan	f		f
palupuh	wilayah:kecamatan	f		f
pamanukan	wilayah:kecamatan	f		f
pamarayan	wilayah:kecamatan	f		f
pamarican	wilayah:kecamatan	f		f
pamatang	wilayah:kecamatan	f		f
pamboang	wilayah:kecamatan	f		f
pambodi	orang:nama-keluarga	f		f
pamek	wilayah:kecamatan	f		f
pamela	orang:nama-depan	f		f
pamenang	wilayah:kecamatan	f		f
pameungpeuk	wilayah:kecamatan	f		f
pamijahan	wilayah:kecamatan	f		f
paminggir	wilayah:kecamatan	f		f
pammana	wilayah:kecamatan	f		f
pamona	wilayah:kecamatan	f		f
pamotan	wilayah:kecamatan	f		f
pampangan	wilayah:kecamatan	f		f
pamukan	wilayah:kecamatan	f		f
pamulang	wilayah:kecamatan	f		f
pamulihan	wilayah:kecamatan	f		f
panaga	wilayah:kecamatan	f		f
panakkukang	wilayah:kecamatan	f		f
panang	wilayah:kecamatan	f		f
panarukan	wilayah:kecamatan	f		f
panawangan	wilayah:kecamatan	f		f
panca	wilayah:kecamatan	f		f
pancalang	wilayah:kecamatan	f		f
pancasari	orang:nama-keluarga	f		f
pancatengah	wilayah:kecamatan	f		f
panceng	wilayah:kecamatan	f		f
pandaan	wilayah:kecamatan	f		f
pandanarum	wilayah:kecamatan	f		f
pandawai	wilayah:kecamatan	f		f
pandawan	wilayah:kecamatan	f		f
pandih	wilayah:kecamatan	f		f
pandrah	wilayah:kecamatan	f		f
pandugo	orang:nama-keluarga	f		f
pane	orang:nama-keluarga	f		f
pane	wilayah:kecamatan	f		f
panei	wilayah:kecamatan	f		f
panekan	wilayah:kecamatan	f		f
panga	wilayah:kecamatan	f		f
pangale	wilayah:kecamatan	f		f
pangalengan	wilayah:kecamatan	f		f
pangarengan	wilayah:kecamatan	f		f
pangaribuan	wilayah:kecamatan	f		f
pangatikan	wilayah:kecamatan	f		f
pangean	wilayah:kecamatan	f		f
pangenan	wilayah:kecamatan	f		f
pangersa	orang:nama-keluarga	f		f
panggabean	orang:nama-keluarga	f		f
panggarangan	wilayah:kecamatan	f		f
panggema	wilayah:kecamatan	f		f
panggungrejo	wilayah:kecamatan	f		f
pangisthu	orang:nama-keluarga	f		f
pangkajene	wilayah:kabupaten-kota	f		f
pangkajene	wilayah:kecamatan	f		f
pangkatan	wilayah:kecamatan	f		f
panguragan	wilayah:kecamatan	f		f
pangururan	wilayah:kecamatan	f		f
panimbang	wilayah:kecamatan	f		f
paninggaran	wilayah:kecamatan	f		f
panjalu	wilayah:kecamatan	f		f
pankaryanira	orang:nama-keluarga	f		f
panombeian	wilayah:kecamatan	f		f
panongan	wilayah:kecamatan	f		f
panribuan	wilayah:kecamatan	f		f
pansiangan	wilayah:kecamatan	f		f
pantan	wilayah:kecamatan	f		f
pante	wilayah:kecamatan	f		f
panteraja	wilayah:kecamatan	f		f
panton	wilayah:kecamatan	f		f
panumbangan	wilayah:kecamatan	f		f
panyabungan	wilayah:kecamatan	f		f
panyileukan	wilayah:kecamatan	f		f
panyingkiran	wilayah:kecamatan	f		f
panyipatan	wilayah:kecamatan	f		f
paoki	orang:nama-keluarga	f		f
paola	orang:nama-depan	f		f
papalang	wilayah:kecamatan	f		f
papalik	wilayah:kecamatan	f		f
papilaya	orang:nama-keluarga	f		f
papua	wilayah:provinsi	f		f
paquita	orang:nama-depan	f		f
parado	wilayah:kecamatan	f		f
parakan	wilayah:kecamatan	f		f
parakansalak	wilayah:kecamatan	f		f
paramaditha	orang:nama-keluarga	f		f
paramasan	wilayah:kecamatan	f		f
paramytha	orang:nama-depan	f		f
paranggupito	wilayah:kecamatan	f		f
paranginan	wilayah:kecamatan	f		f
parangloe	wilayah:kecamatan	f		f
parapat	orang:nama-keluarga	f		f
parbuluan	wilayah:kecamatan	f		f
pardamean	wilayah:kecamatan	f		f
pardasuka	wilayah:kecamatan	f		f
pareira	orang:nama-keluarga	f		f
paremnas	orang:nama-keluarga	f		f
parengan	wilayah:kecamatan	f		f
parenggean	wilayah:kecamatan	f		f
pariangan	wilayah:kecamatan	f		f
parigi	wilayah:kabupaten-kota	f		f
parigi	wilayah:kecamatan	f		f
parindu	wilayah:kecamatan	f		f
paringin	wilayah:kecamatan	f		f
parira	wilayah:kecamatan	f		f
parittiga	wilayah:kecamatan	f		f
pariwari	wilayah:kecamatan	f		f
parlilitan	wilayah:kecamatan	f		f
parmaksian	wilayah:kecamatan	f		f
parmenas	orang:nama-keluarga	f		f
parmonangan	wilayah:kecamatan	f		f
parongpong	wilayah:kecamatan	f		f
parung	wilayah:kecamatan	f		f
parungkuda	wilayah:kecamatan	f		f
parungpanjang	wilayah:kecamatan	f		f
parungponteng	wilayah:kecamatan	f		f
pasaleman	wilayah:kecamatan	f		f
pasan	wilayah:kecamatan	f		f
pasaribu	orang:nama-keluarga	f		f
pasaribu	wilayah:kecamatan	f		f
pasarwajo	wilayah:kecamatan	f		f
pasawahan	wilayah:kecamatan	f		f
pascalina	orang:nama-depan	f		f
paschalis	orang:nama-depan	f		f
pascua	orang:nama-keluarga	f		f
pase	wilayah:kecamatan	f		f
pasean	wilayah:kecamatan	f		f
paseh	wilayah:kecamatan	f		f
pasek	orang:nama-keluarga	f		f
pasekan	wilayah:kecamatan	f		f
pasema	wilayah:kecamatan	f		f
pasemah	wilayah:kecamatan	f		f
pasie	wilayah:kecamatan	f		f
pasilambena	wilayah:kecamatan	f		f
pasimarannu	wilayah:kecamatan	f		f
pasimasunggu	wilayah:kecamatan	f		f
pasiran	wilayah:kecamatan	f		f
pasirian	wilayah:kecamatan	f		f
pasirjambu	wilayah:kecamatan	f		f
pasirkuda	wilayah:kecamatan	f		f
pasirwangi	wilayah:kecamatan	f		f
pasisie	wilayah:kecamatan	f		f
pasongsongan	wilayah:kecamatan	f		f
pasrepan	wilayah:kecamatan	f		f
pasrujambe	wilayah:kecamatan	f		f
passi	wilayah:kecamatan	f		f
passue	wilayah:kecamatan	f		f
patampanua	wilayah:kecamatan	f		f
patamuan	wilayah:kecamatan	f		f
patangkep	wilayah:kecamatan	f		f
patani	wilayah:kecamatan	f		f
pataruman	wilayah:kecamatan	f		f
patean	wilayah:kecamatan	f		f
patebon	wilayah:kecamatan	f		f
patia	wilayah:kecamatan	f		f
patianrowo	wilayah:kecamatan	f		f
patikraja	wilayah:kecamatan	f		f
patilanggio	wilayah:kecamatan	f		f
patimpeng	wilayah:kecamatan	f		f
patimuan	wilayah:kecamatan	f		f
patipi	wilayah:kecamatan	f		f
patokbeusi	wilayah:kecamatan	f		f
patra	orang:nama-depan	f		f
patrang	wilayah:kecamatan	f		f
patria	orang:nama-depan	f		f
patria	orang:nama-keluarga	f		f
patriani	orang:nama-keluarga	f		f
patrice	orang:nama-depan	f		f
patrich	orang:nama-depan	f		f
patricia	orang:nama-depan	f		f
patrick	orang:nama-depan	f		f
patrick	orang:nama-keluarga	f		f
patrik	orang:nama-depan	f		f
patrol	wilayah:kecamatan	f		f
patta	orang:nama-keluarga	f		f
pattallasang	wilayah:kecamatan	f		f
pattallassang	wilayah:kecamatan	f		f
pattirane	orang:nama-keluarga	f		f
patumbak	wilayah:kecamatan	f		f
paula	orang:nama-depan	f		f
paulina	orang:nama-depan	f		f
paulo	orang:nama-depan	f		f
paulus	orang:nama-depan	f		f
paulus	orang:nama-keluarga	f		f
pauw	orang:nama-keluarga	f		f
pawan	wilayah:kecamatan	f		f
pawestri	orang:nama-keluarga	f		f
pawu	wilayah:kecamatan	f		f
payangan	wilayah:kecamatan	f		f
payaraman	wilayah:kecamatan	f		f
payawan	wilayah:kecamatan	f		f
payed	wilayah:kecamatan	f		f
pearce	orang:nama-keluarga	f		f
pebayuran	wilayah:kecamatan	f		f
pecalungan	wilayah:kecamatan	f		f
pecangaan	wilayah:kecamatan	f		f
pedan	wilayah:kecamatan	f		f
