model_id,jalan,lema,jawaban_model,kunci_hadir
gemma-4-31b,2,Koen,**Koen** berarti **kamu** (bahasa Jawa dialek Jawa Timuran/Suroboyoan).,1
gemma-4-31b,2,Kowe,"Kowe berarti ""kamu"" dalam bahasa Indonesia.",1
gemma-4-31b,2,Kula,"Kula berarti ""saya"" dalam bahasa Jawa halus (Krama).",1
gemma-4-31b,2,Kulon,Kulon artinya barat.,1
gemma-4-31b,2,Kupat,Kupat adalah ketupat (nasi yang dimasak dalam anyaman daun kelapa).,1
gemma-4-31b,2,Lanang,Lanang berarti laki-laki.,1
gemma-4-31b,2,lhais,"Kata ""lhais"" tidak ditemukan dalam kosakata bahasa Jawa standar; kemungkinan Anda maksud adalah **""lha""** yang berarti ""nah"" atau ""lalu"".",0
gemma-4-31b,2,Likur,Likur berarti dua puluh.,1
gemma-4-31b,2,Londo ireng,*Londo ireng* berarti orang kulit hitam (biasanya merujuk pada orang Afrika) yang dianggap memiliki gaya atau perilaku seperti orang Eropa.,0
gemma-4-31b,2,Luwes,"Luwes berarti fleksibel, tidak kaku, atau pantas dan serasi dalam bergerak maupun bersikap.",1
gemma-4-31b,2,Mbanyol,Mbanyol artinya melucu atau bercanda untuk menghibur orang lain.,1
gemma-4-31b,2,Mbeling,"**Mbeling** berarti nakal, bandel, atau tidak bisa diam (biasanya merujuk pada perilaku anak-anak).",1
gemma-4-31b,2,mbesengut,Mbesengut artinya cemberut atau menunjukkan wajah tidak senang.,1
gemma-4-31b,2,Mbok,**Mbok** berarti ibu atau panggilan untuk wanita yang lebih tua.,1
gemma-4-31b,2,Mboten,"Mboten artinya adalah ""tidak"" dalam tingkatan bahasa Jawa halus (Krama).",1
gemma-4-31b,2,Meh,"**Meh** berarti ""hampir"" atau ""nyaris"".",1
gemma-4-31b,2,Mekaten,"*Mekaten* berarti ""demikian"" atau ""begitu"".",1
gemma-4-31b,2,Mendoan,Mendoan adalah gorengan tempe yang dimasak setengah matang.,1
gemma-4-31b,2,Meneh,**Meneh** berarti **lagi**.,1
gemma-4-31b,2,Menungso,Menungso berarti manusia.,1
gemma-4-31b,2,Mrene,Mrene artinya **ke sini**.,1
gemma-4-31b,2,Mripate,"Mripate berarti ""matanya"".",1
gemma-4-31b,2,Muwah-muwuh,"**Muwah-muwuh** berarti kondisi yang sangat ramai, riuh, atau gaduh.",0
gemma-4-31b,2,Namung,**Namung** berarti **hanya** atau **cuma**.,1
gemma-4-31b,2,Nanging,"""Nanging"" dalam bahasa Indonesia berarti ""tetapi"" atau ""namun"".",1
gemma-4-31b,2,Ndrawasi,"**Ndrawasi** berarti melakukan tindakan yang melampaui batas, berani secara tidak sopan, atau lancang.",0
gemma-4-31b,2,Nduwur,Nduwur artinya adalah di atas.,1
gemma-4-31b,2,Nedha,*Nedha* berarti makan (digunakan dalam tingkatan bahasa Jawa *madya* atau menengah).,1
gemma-4-31b,2,Ngarit,Ngarit artinya mencari atau memotong rumput untuk pakan ternak.,1
gemma-4-31b,2,Ngebaki,**Ngebaki** berarti memenuhi atau membuat menjadi penuh.,1
gemma-4-31b,2,Ngecembeng,Ngecembeng berarti tergenang air atau kondisi air yang memenuhi suatu wadah/tempat.,1
gemma-4-31b,2,Ngelih,Ngelih artinya lapar.,1
gemma-4-31b,2,nggapleki,"**Nggapleki** berarti menyebalkan, menjengkelkan, atau membuat orang merasa gemas karena tingkah lakunya.",1
gemma-4-31b,2,Nggawe,Nggawe berarti membuat atau mengerjakan.,1
gemma-4-31b,2,nggeh,"*Nggeh* berarti ""ya"" dalam bentuk halus/sopan.",1
gemma-4-31b,2,Nggoser,Nggoser berarti menggeser atau menyeret sesuatu di atas lantai/permukaan.,0
gemma-4-31b,2,Nggugah,Nggugah berarti membangunkan (orang tidur) atau membangkitkan (perasaan/semangat).,1
gemma-4-31b,2,Ngono,**Ngono** berarti **begitu** atau **seperti itu**.,1
gemma-4-31b,2,Niku,"*Niku* berarti ""itu"" dalam tingkatan bahasa Jawa halus (Krama).",1
gemma-4-31b,2,Ning,"**Ning** berarti ""di"" atau ""di dalam"" (kependekan dari kata *ing*).",0
gemma-4-31b,2,Ningali,Ningali berarti melihat (dalam tingkatan bahasa Jawa Krama).,1
gemma-4-31b,2,Njero,"Njero berarti ""dalam"" atau ""di dalam"".",1
gemma-4-31b,2,Nrimo,*Nrimo* berarti menerima dengan ikhlas atau pasrah terhadap keadaan.,1
gemma-4-31b,2,Nyambut,**Nyambut** berarti bekerja atau mencari nafkah.,1
gemma-4-31b,2,Nyandhak,"*Nyandhak* berarti meraih, memegang, atau mendapatkan.",1
gemma-4-31b,2,Og,"Kata ""og"" (atau ""oh"") dalam bahasa Jawa biasanya merupakan kata seru untuk menunjukkan rasa terkejut, heran, atau sekadar penekanan dalam percakapan.",1
gemma-4-31b,2,Padha,**Padha** berarti sama atau bersama-sama.,1
gemma-4-31b,2,Pancen,**Pancen** berarti **memang** atau **sungguh**.,1
gemma-4-31b,2,Panggah,"**Panggah** berarti tetap, masih, atau tidak berubah.",1
gemma-4-31b,2,Panjenengan,"Panjenengan berarti ""Anda"" atau ""Kamu"" dalam bentuk halus/sopan.",1
gemma-4-31b,2,Pedhot,Pedhot artinya putus.,1
gemma-4-31b,2,Pewe,"**Pewe** adalah singkatan dari ""posisi enak"", yang berarti merasa nyaman atau betah dalam suatu situasi atau tempat.",1
gemma-4-31b,2,Pindho,**Pindho** berarti kedua atau kedua kalinya.,1
gemma-4-31b,2,Pirantos,Pirantos berarti alat atau perangkat.,1
gemma-4-31b,2,Pitakon,Pitakon artinya adalah pertanyaan.,1
gemma-4-31b,2,Piyambak,Piyambak berarti sendiri atau sendirian.,1
gemma-4-31b,2,Purun,**Purun** berarti mau atau bersedia.,1
gemma-4-31b,2,Reksa,"Reksa berarti menjaga, memelihara, atau mengelola.",1
gemma-4-31b,2,Rene,**Rene** berarti **ke sini**.,1
gemma-4-31b,2,Riyoyo,Riyoyo berarti hari raya atau perayaan besar (biasanya merujuk pada Idul Fitri).,1
gemma-4-31b,2,Rontek,"Rontek berarti gugur atau berjatuhan (biasanya untuk daun, bunga, atau rambut).",0
gemma-4-31b,2,Sae,Sae berarti bagus atau baik.,1
gemma-4-31b,2,Saged,**Saged** berarti **bisa** atau **dapat** (dalam bentuk krama/halus).,1
gemma-4-31b,2,Sagedipun,"**Sagedipun** berarti ""sebisa mungkin"" atau ""semampunya"".",1
gemma-4-31b,2,Sampun,**Sampun** berarti **sudah** (dalam tingkatan bahasa halus/Krama).,1
gemma-4-31b,2,Sanadyan,**Sanadyan** artinya adalah **meskipun** atau **walaupun**.,1
gemma-4-31b,2,Seje,**Seje** artinya adalah **berbeda**.,1
gemma-4-31b,2,Senep,"**Senep** berarti perasaan sedih, kecewa, atau terpukul yang mendalam.",0
gemma-4-31b,2,Sewelas,Sewelas artinya sebelas.,1
gemma-4-31b,2,Sitok,Sitok berarti satu (biasanya digunakan dalam dialek Jawa Timuran atau bahasa percakapan santai).,1
gemma-4-31b,2,Songo,Songo berarti sembilan.,1
gemma-4-31b,2,sopo,**Sopo** berarti **siapa**.,1
gemma-4-31b,2,Stel kendo,*Stel kendo* berarti mengatur sesuatu agar menjadi longgar atau tidak kencang.,1
gemma-4-31b,2,Sugeng,**Sugeng** berarti selamat (digunakan dalam ucapan salam atau doa).,1
gemma-4-31b,2,Sumelang,"Sumelang berarti merasa khawatir, cemas, atau waswas.",1
gemma-4-31b,2,Sundel,Sundel berarti pelacur atau wanita tuna susila.,1
gemma-4-31b,2,Surup,Surup berarti waktu menjelang matahari terbenam atau senja.,1
gemma-4-31b,2,Syawalan,Syawalan adalah tradisi berkunjung silaturahmi ke rumah keluarga atau kerabat setelah hari raya Idulfitri.,1
gemma-4-31b,2,Tali goci,Tali goci adalah tali pengikat yang digunakan untuk mengikat hewan ternak (seperti sapi atau kerbau) agar tidak lepas.,0
gemma-4-31b,2,Tengen,Tengen berarti kanan.,1
gemma-4-31b,2,Tiwas,**Tiwas** berarti sudah terlanjur atau sialnya.,1
gemma-4-31b,2,Tresna,Tresna berarti cinta atau kasih sayang.,1
gemma-4-31b,2,Tumbas,Tumbas berarti beli (digunakan dalam tingkatan bahasa krama/sopan).,1
gemma-4-31b,2,Tur,"Kata ""tur"" dalam bahasa Jawa berarti **tidur**.",0
gemma-4-31b,2,Unjung-unjung,**Unjung-unjung** berarti saling mengantar atau mengiringi sampai ke tujuan.,0
gemma-4-31b,2,Urug,Urug berarti tanah atau material yang digunakan untuk menimbun atau mengurug lahan.,1
gemma-4-31b,2,Wadon,Wadon berarti perempuan atau betina.,1
gemma-4-31b,2,Wedhi,Wedhi berarti pasir.,1
gemma-4-31b,2,Wo,"Kata ""Wo"" tidak memiliki arti dalam bahasa Jawa; kemungkinan Anda salah mengetik atau maksudnya adalah kata lain.",0
gemma-4-31b,2,Yen,"Kata ""yen"" dalam bahasa Indonesia berarti **""jika""** atau **""kalau""**.",1
gemma-4-31b,3,akeh,Akeh artinya banyak.,1
gemma-4-31b,3,Anggitan,"Anggitan berarti karangan, ciptaan, atau hasil rekaan.",1
gemma-4-31b,3,bajigur,"Bajigur adalah minuman tradisional khas Jawa Barat yang terbuat dari santan, gula aren, dan jahe.",1
gemma-4-31b,3,Balung,Balung berarti tulang.,1
gemma-4-31b,3,bantet,Bantet berarti pendek dan gemuk atau tidak mengembang (untuk kue).,1
gemma-4-31b,3,Bedat,"**Bedat** berarti terpisah, terbelah, atau terputus.",0
gemma-4-31b,3,Bisane,"**Bisane** berarti ""bisanya"" atau ""hanya bisa"".",1
gemma-4-31b,3,Blumbang,Blumbang berarti kolam atau kubangan air.,1
gemma-4-31b,3,Bolo,"**Bolo** berarti teman, kawan, atau sahabat.",1
gemma-4-31b,3,Bondho,Bondho artinya adalah harta atau modal.,1
gemma-4-31b,3,Bongko,**Bongko** berarti bongsor atau berbadan besar.,0
gemma-4-31b,3,Briwut,"**Briwut** berarti berantakan, tidak rapi, atau semrawut.",0
gemma-4-31b,3,Carane,**Carane** berarti **caranya**.,1
gemma-4-31b,3,Celuk,**Celuk** berarti panggil atau memanggil.,1
gemma-4-31b,3,Cempe,Cempe berarti anak kambing.,1
gemma-4-31b,3,Cetho,Cetho berarti jelas atau nyata.,1
gemma-4-31b,3,Cilik,Cilik artinya kecil.,1
gemma-4-31b,3,Crigis,**Crigis** berarti banyak bicara atau cerewet.,1
gemma-4-31b,3,Dalem,"""Dalem"" berarti ""ya"" (jawaban sopan saat dipanggil), ""saya"" (bentuk halus), atau ""rumah"" (bentuk halus).",1
gemma-4-31b,3,Dateng,Dateng berarti datang.,1
gemma-4-31b,3,Dong opo ora,"Artinya adalah ""Benar atau tidak"" atau ""Betul atau tidak"".",0
gemma-4-31b,3,Dudu,**Dudu** berarti **bukan**.,1
gemma-4-31b,3,Embuh,"**Embuh** berarti ""tidak tahu"" atau ""entahlah"".",1
gemma-4-31b,3,Endog,Endog artinya telur.,1
gemma-4-31b,3,Entek,**Entek** berarti habis.,1
gemma-4-31b,3,Gangsal,Gangsal berarti lima (dalam tingkatan bahasa Jawa krama/halus).,1
gemma-4-31b,3,Geger,"**Geger** berarti heboh, gempar, atau suasana ramai karena terkejut/kaget.",1
gemma-4-31b,3,Gentho,**Gentho** berarti wadah air yang terbuat dari tanah liat (kendi besar).,0
gemma-4-31b,3,Graji,Graji berarti gergaji.,1
gemma-4-31b,3,Iki,"""Iki"" berarti ""ini"" dalam bahasa Indonesia.",1
gemma-4-31b,3,Inggil,**Inggil** berarti tinggi (digunakan dalam tingkatan bahasa halus/Krama Inggil).,1
gemma-4-31b,3,Isuk,Isuk berarti pagi.,1
gemma-4-31b,3,Jalaran,**Jalaran** berarti karena atau disebabkan oleh.,1
gemma-4-31b,3,Janganan,Janganan adalah istilah untuk masakan sayur-sayuran.,1
gemma-4-31b,3,Jeblos,**Jeblos** berarti masuk ke dalam (biasanya digunakan untuk konteks masuk penjara atau terperosok ke dalam lubang).,1
gemma-4-31b,3,Jeglongan,"Jeglongan berarti tempat yang rendah, cekung, atau terperosok.",1
gemma-4-31b,3,Kae,**Kae** berarti **itu** (digunakan untuk menunjuk benda yang letaknya agak jauh dari pembicara).,1
gemma-4-31b,3,Kajeng,Kajeng berarti **kencur** (sejenis tanaman rimpang).,0
gemma-4-31b,3,Kawulo,"Kawulo berarti hamba, abdi, atau rakyat jelata.",1
gemma-4-31b,3,Kaya dene,**Kaya dene** berarti **seperti** atau **bagaikan**.,1
gemma-4-31b,3,Kebluk,"**Kebluk** berarti kondisi mata yang tertutup atau terhalang oleh sesuatu (seperti debu, air, atau kotoran) sehingga penglihatan menjadi terganggu.",0
gemma-4-31b,3,Keluk,"Keluk berarti lekukan, belokan, atau liukan (biasanya merujuk pada aliran sungai atau jalan).",0
gemma-4-31b,3,Kepethuk,Kepethuk berarti bertemu atau berpapasan secara tidak sengaja.,1
gemma-4-31b,3,Keplongor,"Keplongor artinya lugu, polos, atau tampak bingung sehingga mudah dibohongi.",0
gemma-4-31b,3,Kiwa,Kiwa berarti kiri.,1
gemma-4-31b,3,Koen,**Koen** berarti **kamu** (bahasa Jawa dialek Jawa Timuran/Suroboyoan).,1
gemma-4-31b,3,Kowe,"Kowe berarti ""kamu"" dalam bahasa Indonesia.",1
gemma-4-31b,3,Kula,"Kula berarti ""saya"" dalam tingkatan bahasa Jawa halus (Krama).",1
gemma-4-31b,3,Kulon,Kulon artinya barat.,1
gemma-4-31b,3,Kupat,Kupat adalah ketupat (nasi yang dimasak dalam anyaman daun kelapa).,1
gemma-4-31b,3,Lanang,Lanang artinya laki-laki.,1
gemma-4-31b,3,lhais,"Kata ""lhais"" tidak ditemukan dalam kosakata bahasa Jawa standar; kemungkinan Anda maksud adalah **""lais""** yang berarti jenis ikan air tawar (ikan lai).",0
gemma-4-31b,3,Likur,Likur berarti dua puluh.,1
gemma-4-31b,3,Londo ireng,"*Londo ireng* berarti ""Belanda hitam"", istilah yang digunakan untuk menyebut orang kulit hitam (terutama dari Afrika).",1
gemma-4-31b,3,Luwes,"Luwes berarti pantas, tidak kaku, atau fleksibel dalam bersikap dan bergerak.",1
gemma-4-31b,3,Mbanyol,Mbanyol artinya melucu atau bercanda untuk menghibur orang lain.,1
gemma-4-31b,3,Mbeling,"**Mbeling** berarti nakal, bandel, atau tidak bisa diam (biasanya merujuk pada perilaku anak-anak).",1
gemma-4-31b,3,mbesengut,*Mbesengut* berarti cemberut atau menunjukkan wajah tidak senang.,1
gemma-4-31b,3,Mbok,**Mbok** berarti ibu atau panggilan untuk wanita yang lebih tua.,1
gemma-4-31b,3,Mboten,Mboten artinya adalah tidak.,1
gemma-4-31b,3,Meh,"""Meh"" dalam bahasa Jawa berarti ""hampir"" atau ""nyaris"".",1
gemma-4-31b,3,Mekaten,"*Mekaten* berarti ""demikian"" atau ""begitu"".",1
gemma-4-31b,3,Mendoan,Mendoan adalah gorengan tempe khas Banyumas yang digoreng setengah matang.,1
gemma-4-31b,3,Meneh,"Kata ""meneh"" dalam bahasa Indonesia berarti ""lagi"".",1
gemma-4-31b,3,Menungso,Menungso berarti manusia.,1
gemma-4-31b,3,Mrene,Mrene artinya **ke sini**.,1
gemma-4-31b,3,Mripate,"Mripate berarti ""matanya"".",1
gemma-4-31b,3,Muwah-muwuh,"**Muwah-muwuh** berarti kondisi yang sangat ramai, riuh, atau gaduh.",0
gemma-4-31b,3,Namung,Namung berarti **hanya** atau **cuma**.,1
gemma-4-31b,3,Nanging,"Kata ""nanging"" dalam bahasa Indonesia berarti ""tetapi"" atau ""namun"".",1
gemma-4-31b,3,Ndrawasi,"**Ndrawasi** berarti merasa tidak enak hati, sungkan, atau merasa tidak pantas melakukan sesuatu.",0
gemma-4-31b,3,Nduwur,Nduwur artinya adalah atas atau di atas.,1
gemma-4-31b,3,Nedha,*Nedha* berarti makan (digunakan dalam tingkatan bahasa Jawa *Krama Madya* atau *Krama Alus* untuk diri sendiri).,1
gemma-4-31b,3,Ngarit,Ngarit artinya mencari atau memotong rumput untuk pakan ternak.,1
gemma-4-31b,3,Ngebaki,**Ngebaki** berarti memenuhi atau membuat menjadi penuh.,1
gemma-4-31b,3,Ngecembeng,Ngecembeng berarti tergenang air (biasanya dalam jumlah sedikit di permukaan tanah).,1
gemma-4-31b,3,Ngelih,Ngelih artinya lapar.,1
gemma-4-31b,3,nggapleki,"**Nggapleki** berarti menyebalkan, menjengkelkan, atau berperilaku konyol yang memancing kekesalan.",1
gemma-4-31b,3,Nggawe,*Nggawe* berarti membuat atau bekerja.,1
gemma-4-31b,3,nggeh,"""Nggeh"" berarti ""ya"" dalam tingkatan bahasa Jawa halus (Krama).",1
gemma-4-31b,3,Nggoser,Nggoser berarti menggeser atau menyeret sesuatu di atas lantai/permukaan.,0
gemma-4-31b,3,Nggugah,Nggugah berarti membangunkan (orang tidur) atau membangkitkan (semangat/perasaan).,1
gemma-4-31b,3,Ngono,**Ngono** berarti **begitu** atau **seperti itu**.,1
gemma-4-31b,3,Niku,"*Niku* berarti ""itu"" (dalam tingkatan bahasa Jawa halus/Krama).",1
gemma-4-31b,3,Ning,"""Ning"" berarti ""di"" atau ""pada"".",0
gemma-4-31b,3,Ningali,Ningali berarti melihat (dalam tingkatan bahasa halus/Krama).,1
gemma-4-31b,3,Njero,Njero berarti **dalam** atau **bagian dalam**.,1
gemma-4-31b,3,Nrimo,N berarti menerima dengan ikhlas atau pasrah terhadap keadaan.,1
gemma-4-31b,3,Nyambut,**Nyambut** berarti bekerja atau mencari nafkah.,1
gemma-4-31b,3,Nyandhak,"*Nyandhak* berarti memegang, meraih, atau mendapatkan.",1
gemma-4-31b,3,Og,"Kata ""og"" (atau ""oh"") dalam bahasa Jawa biasanya merupakan kata seru untuk menunjukkan rasa heran, kaget, atau sekadar penekanan dalam percakapan.",1
gemma-4-31b,3,Padha,**Padha** berarti sama atau serupa.,1
gemma-4-31b,3,Pancen,**Pancen** berarti **memang** atau **sungguh**.,1
gemma-4-31b,3,Panggah,"**Panggah** berarti tetap, masih, atau senantiasa.",1
gemma-4-31b,3,Panjenengan,"Panjenengan berarti ""Anda"" atau ""Kamu"" dalam bentuk krama inggil (sangat sopan).",1
gemma-4-31b,3,Pedhot,Pedhot artinya putus.,1
gemma-4-31b,3,Pewe,"**Pewe** adalah singkatan dari ""posisi enak"", yang berarti merasa nyaman dengan posisi atau situasi saat ini.",1
gemma-4-31b,3,Pindho,Pindho berarti kedua atau kedua kalinya.,1
gemma-4-31b,3,Pirantos,Pirantos berarti alat atau perangkat.,1
gemma-4-31b,3,Pitakon,Pitakon artinya adalah pertanyaan.,1
gemma-4-31b,3,Piyambak,Piyambak berarti sendiri atau sendirian.,1
gemma-4-31b,3,Purun,Purun berarti mau atau bersedia.,1
gemma-4-31b,3,Reksa,"Reksa berarti menjaga, memelihara, atau merawat.",1
gemma-4-31b,3,Rene,**Rene** berarti **ke sini**.,1
gemma-4-31b,3,Riyoyo,Riyoyo artinya hari raya.,1
gemma-4-31b,3,Rontek,Rontek berarti gugur atau rontok (biasanya digunakan untuk daun atau bunga).,0
gemma-4-31b,3,Sae,Sae berarti bagus atau baik.,1
gemma-4-31b,3,Saged,**Saged** berarti **bisa** atau **dapat** (dalam bentuk krama/halus).,1
gemma-4-31b,3,Sagedipun,"**Sagedipun** berarti ""sebisa mungkin"" atau ""semampunya"".",1
gemma-4-31b,3,Sampun,**Sampun** berarti **sudah** (dalam ragam bahasa Jawa halus/Krama).,1
gemma-4-31b,3,Sanadyan,*Sanadyan* berarti **meskipun** atau **walaupun**.,1
gemma-4-31b,3,Seje,*Seje* artinya berbeda.,1
gemma-4-31b,3,Senep,"**Senep** berarti perasaan sedih, kecewa, atau terenyuh yang mendalam di dalam hati.",0
gemma-4-31b,3,Sewelas,Sewelas artinya sebelas.,1
gemma-4-31b,3,Sitok,Sitok berarti satu (biasanya digunakan dalam dialek Jawa Timuran atau bahasa percakapan santai).,1
gemma-4-31b,3,Songo,Songo berarti sembilan.,1
gemma-4-31b,3,sopo,"""Sopo"" dalam bahasa Indonesia berarti ""siapa"".",1
gemma-4-31b,3,Stel kendo,*Stel kendo* berarti mengatur sesuatu agar menjadi longgar atau tidak tegang.,1
gemma-4-31b,3,Sugeng,**Sugeng** berarti selamat (digunakan dalam ucapan salam atau doa).,1
gemma-4-31b,3,Sumelang,"Sumelang berarti merasa khawatir, cemas, atau waswas.",1
gemma-4-31b,3,Sundel,Sundel berarti pelacur atau wanita tuna susila.,1
gemma-4-31b,3,Surup,Surup berarti waktu menjelang matahari terbenam atau senja.,1
gemma-4-31b,3,Syawalan,Syawalan adalah tradisi berkunjung silaturahmi ke rumah keluarga atau kerabat setelah hari raya Idulfitri.,1
gemma-4-31b,3,Tali goci,Tali goci adalah tali pengikat pada bagian belakang leher atau punggung hewan ternak (seperti sapi atau kerbau) untuk mengendalikan jalannya.,0
gemma-4-31b,3,Tengen,Tengen berarti kanan.,1
gemma-4-31b,3,Tiwas,**Tiwas** berarti mati atau tewas (biasanya karena kecelakaan atau kejadian tragis).,1
gemma-4-31b,3,Tresna,Tresna berarti cinta atau kasih sayang.,1
gemma-4-31b,3,Tumbas,Tumbas berarti beli (digunakan dalam tingkatan bahasa krama/sopan).,1
gemma-4-31b,3,Tur,"Kata ""tur"" dalam bahasa Jawa berarti **tidur**.",0
gemma-4-31b,3,Unjung-unjung,"Unjung-unjung berarti saling mengunjungi atau bersilaturahmi, biasanya dilakukan saat hari raya.",1
gemma-4-31b,3,Urug,Urug berarti kegiatan menimbun tanah atau mengisi lubang dengan tanah/pasir.,1
gemma-4-31b,3,Wadon,Wadon berarti perempuan atau betina.,1
gemma-4-31b,3,Wedhi,Wedhi berarti pasir.,1
gemma-4-31b,3,Wo,"Mohon maaf, kata **""Wo""** tidak ditemukan dalam kosakata bahasa Jawa; kemungkinan ada kesalahan penulisan atau kurang lengkap.",0
gemma-4-31b,3,Yen,**Yen** berarti **jika** atau **kalau**.,1
deepseek-v4-flash,1,akeh,"Arti kata ""akeh"" dalam bahasa Indonesia adalah ""banyak"".",1
deepseek-v4-flash,1,Anggitan,Anggitan berarti karangan atau karya sastra (terutama tembang).,1
deepseek-v4-flash,1,bajigur,"Bajigur adalah minuman hangat khas Sunda/Jawa yang terbuat dari campuran santan, gula aren, dan jahe.",1
deepseek-v4-flash,1,Balung,Balung artinya tulang.,1
deepseek-v4-flash,1,bantet,"Bantet berarti bantat atau tidak mengembang (biasanya untuk kue/roti), atau bisa juga berarti tersumbat/buntu (seperti hidung).",0
deepseek-v4-flash,1,Bedat,"Bedat berarti ""tidak mau menurut"" atau ""tidak mau mendengarkan"" (biasanya untuk anak yang membangkang).",0
deepseek-v4-flash,1,Bisane,"Artinya adalah ""bisanya"" atau ""yang bisa"", merujuk pada kemampuan atau cara seseorang melakukan sesuatu.",1
deepseek-v4-flash,1,Blumbang,Blumbang artinya kolam air (atau telaga kecil) yang biasa digunakan untuk mandi atau mencuci.,1
deepseek-v4-flash,1,Bolo,"""Bolo"" dalam bahasa Jawa berarti ""teman"" atau ""kawan"".",1
deepseek-v4-flash,1,Bondho,Bondho artinya harta atau kekayaan.,1
deepseek-v4-flash,1,Bongko,"Bongko adalah makanan yang dibungkus daun pisang lalu dikukus, mirip dengan botok atau pepes.",1
deepseek-v4-flash,1,Briwut,Briwut artinya kumis (bulu yang tumbuh di atas bibir).,0
deepseek-v4-flash,1,Carane,"""Carane"" berarti ""caranya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Celuk,"Artinya ""panggil"" atau ""memanggil"".",1
deepseek-v4-flash,1,Cempe,Cempe artinya anak kambing.,1
deepseek-v4-flash,1,Cetho,"""Cetho"" berarti ""jelas"" atau ""terlihat jelas"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Cilik,Artinya kecil.,1
deepseek-v4-flash,1,Crigis,"Crigis berarti ""pelit"" atau ""kikir"" dalam bahasa Indonesia.",0
deepseek-v4-flash,1,Dalem,"""Dalem"" berarti ""saya"" (bahasa halus/krama inggil) atau ""rumah/kediaman"" (terutama untuk bangsawan).",1
deepseek-v4-flash,1,Dateng,Dateng artinya datang.,1
deepseek-v4-flash,1,Dong opo ora,"Artinya ""masa tidak?"" atau ""kan, apa tidak?"" (untuk menegaskan atau meminta kepastian).",0
deepseek-v4-flash,1,Dudu,"Arti kata ""dudu"" dalam bahasa Indonesia adalah ""bukan"".",1
deepseek-v4-flash,1,Embuh,"Artinya ""tidak tahu"" atau ""tidak mau tahu"" (ungkapan untuk menyatakan ketidaktahuan atau ketidakpedulian).",1
deepseek-v4-flash,1,Endog,"Endog berarti ""telur"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Entek,"Entek berarti ""habis"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Gangsal,Gangsal artinya lima.,1
deepseek-v4-flash,1,Geger,"Artinya ""punggung"" (bagian tubuh), atau bisa juga berarti ""gempar"" (ramai/ribut).",1
deepseek-v4-flash,1,Gentho,"Arti kata ""gentho"" dalam bahasa Indonesia adalah ""bodoh"" atau ""tolol"".",0
deepseek-v4-flash,1,Graji,"Arti kata ""graji"" dalam bahasa Indonesia adalah gergaji (alat untuk memotong kayu atau besi).",1
deepseek-v4-flash,1,Iki,"""Iki"" artinya ""ini"".",1
deepseek-v4-flash,1,Inggil,"""Inggil"" berarti ""tinggi"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Isuk,Isuk artinya pagi.,1
deepseek-v4-flash,1,Jalaran,"""Jalaran"" berarti ""karena"" atau ""sebab"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Janganan,"Janganan berarti ""sayur-sayuran"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Jeblos,"Arti kata ""Jeblos"" dalam bahasa Indonesia adalah ""masuk"" atau ""terperosok"" ke dalam lubang atau tempat yang dalam.",1
deepseek-v4-flash,1,Jeglongan,Jeglongan artinya lubang besar atau cekungan di tanah yang sering tergenang air.,1
deepseek-v4-flash,1,Kae,"Kae berarti ""itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Kajeng,Kajeng dalam bahasa Indonesia berarti besok.,0
deepseek-v4-flash,1,Kawulo,"Kawulo berarti ""saya"" atau ""aku"" (dalam bahasa Jawa ngoko), dan juga dapat berarti ""rakyat"" atau ""hamba"" dalam konteks yang lebih luas.",1
deepseek-v4-flash,1,Kaya dene,"Artinya ""seperti"" atau ""bagaikan"" (ibarat).",1
deepseek-v4-flash,1,Kebluk,"Arti kata ""kebluk"" dalam bahasa Indonesia adalah terperosok atau terbenam ke dalam lumpur (atau air).",0
deepseek-v4-flash,1,Keluk,"Keluk berarti asap (atau bisa juga berarti lengkung, tergantung konteks).",1
deepseek-v4-flash,1,Kepethuk,"Kepethuk berarti ""bertemu"" atau ""terjumpa"" (biasanya secara tidak sengaja) dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Keplongor,"Arti kata ""keplongor"" adalah terpeleset atau tergelincir (kakinya) karena licin.",0
deepseek-v4-flash,1,Kiwa,"Arti kata ""Kiwa"" dalam bahasa Indonesia adalah ""kiri"".",1
deepseek-v4-flash,1,Koen,"Koen berarti ""kamu"" atau ""engkau"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Kowe,"""Kowe"" berarti ""kamu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Kula,"Kula berarti ""saya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Kulon,"Kulon berarti ""barat"" dalam bahasa Indonesia.",1
deepseek-v4-flash,1,Kupat,"Kupat artinya ketupat, yaitu makanan dari beras yang dibungkus anyaman daun kelapa.",1
deepseek-v4-flash,1,Lanang,Lanang berarti laki-laki (atau anak laki-laki).,1
